asin,brand,color,medium_image_url,product_type_name,title,formatted_price
B06Y42KTVC,Glamorous,Cream,https://images-na.ssl-images-amazon.com/images/I/51drQPQJCTL._SL160_.jpg,SHIRT,glamorous womens womens cream blouse size xs white ,107.77
B0738R2ZHR,Haute Hippie,White/Camo,https://images-na.ssl-images-amazon.com/images/I/41Fg-Wim86L._SL160_.jpg,SHIRT,haute hippie sinnersaint tshit whitecamo large ,29.99
B074F51N2N,Beulah,Lagoon,https://images-na.ssl-images-amazon.com/images/I/41oztghRTUL._SL160_.jpg,SHIRT,beulah womens beulah offtheshoulder dress white ,39.99
B074XP23HH,HeartSoul,Black,https://images-na.ssl-images-amazon.com/images/I/51BjEbcur2L._SL160_.jpg,SHIRT,heart soul kohls black  white linen printed halter top  size xlarge ,15.99
B071HP17TX,rag & bone,Dark Heather Grey,https://images-na.ssl-images-amazon.com/images/I/51n9J6BR-8L._SL160_.jpg,SHIRT,rag  bone womens eyelet detail pullover top sz xs dark heather grey 270868dh ,85.99
B07287ZXCT,Digital T-Shirt Shop,Tie Die Royal Blue,https://images-na.ssl-images-amazon.com/images/I/51%2B7ab%2BANWL._SL160_.jpg,SHIRT,digital tshirt shop womens warning exercise may cause happiness large tie die royal blue ,19.99
B0721BLHQH,Current/Elliott,Indigo,https://images-na.ssl-images-amazon.com/images/I/41Jc2y-H7cL._SL160_.jpg,SHIRT,currentelliott womens smocked raglan top 1 blue ,65.99
B0746Q9RBM,MaxMara,Black,https://images-na.ssl-images-amazon.com/images/I/61WLQOs3fuL._SL160_.jpg,SHIRT,max mara womens printed buttoned tank cami silk top black 2 ,84.97
B01N967OOA,Calhoun,Blue Heather,https://images-na.ssl-images-amazon.com/images/I/41-YJF-0DKL._SL160_.jpg,SHIRT,dc comics superman ladies 34 sleeve flowy cover small ,24.99
B0181ESTW2,modamix women,Black/Bright,https://images-na.ssl-images-amazon.com/images/I/416m7xbZi5L._SL160_.jpg,APPAREL,modamix womens plus open back contrast trim tunic top black 1x ,18.99
B00SDKS4XE,Kiara,Teal,https://images-na.ssl-images-amazon.com/images/I/41YGOw5Q9bL._SL160_.jpg,SHIRT,kiara womens long sleeve top shirt ruffle sequin embellishment medium teal ,12.95
B01N5MC7UW,Denim & Supply,Black,https://images-na.ssl-images-amazon.com/images/I/41SlnlSYv4L._SL160_.jpg,APPAREL,denim  supply ralph lauren womens gauze grommet casual top black xs ,48.49
B01568GX1U,Latasa,Red,https://images-na.ssl-images-amazon.com/images/I/514XjHZnRNL._SL160_.jpg,SHIRT,latasa womens chic free size graphic loose boat neck long sleeve blouse tops ,18.0
B073VVK9X1,Chelsea & Theodore,Light Blue Wash,https://images-na.ssl-images-amazon.com/images/I/4189y4sB%2BiL._SL160_.jpg,SHIRT,chelsea  theodore womens size medium rolltab shirt light blue wash ,29.99
B01I6NU1OM,Tony Arden,Grey,https://images-na.ssl-images-amazon.com/images/I/51iXg81I0IL._SL160_.jpg,BOOKS_1973_AND_LATER,sergio mendes encanto shirt women grey ,7.5
B016KCL082,Dasy,Black,https://images-na.ssl-images-amazon.com/images/I/41FRT6n194L._SL160_.jpg,SHIRT,dasy womens v neck luke skywalker jedi knight shirt large ,9.99
B01E4EVRMC,denim & supply ralph lauren,flag grapic/white,https://images-na.ssl-images-amazon.com/images/I/41Yk5HGN6EL._SL160_.jpg,SHIRT,denim  supply ralph lauren relaxedfit flag graphic tshirt  white ,22.0
B074FT4CSY,SODIAL(R),White,https://images-na.ssl-images-amazon.com/images/I/41qZ7vdawHL._SL160_.jpg,SHIRT,sodialr women bandage slash neck summer women tshirt casual loose shoulder chiffon tops beltwhitesus4uk8 ,11.33
B074PMCRYN,Eileen Fisher,Midnight,https://images-na.ssl-images-amazon.com/images/I/51MAGXRvyqL._SL160_.jpg,SHIRT,eileen fisher womens organic linen asymmetrical tunic top midnight medium ,72.5
B01GXAZPRS,Tony Arden,Black,https://images-na.ssl-images-amazon.com/images/I/51fLy3CyBDL._SL160_.jpg,BOOKS_1973_AND_LATER,chicago chicago 18 womans shirt black ,9.5
B071LM7DR6,Namnoi Clothing Store,As Show,https://images-na.ssl-images-amazon.com/images/I/41b0fiGRazL._SL160_.jpg,SHIRT,kawaii cotton pastel short tops tees ice cream design ,19.0
B01ESPSQQM,Sweetheart Jane,Green/Black,https://images-na.ssl-images-amazon.com/images/I/51jeBMbm8xL._SL160_.jpg,SHIRT,sweetheart jane womens graphic long sleeve tee quiere quiere medium ,11.84
B01H2ZYEDY,Equestrian Creations,Pink,https://images-na.ssl-images-amazon.com/images/I/41nkColpGxL._SL160_.jpg,SHIRT,equestrian creations ladies boss mare horse burnout shirt pink xlarge ,29.99
B00YRMFW9G,Sandistore,White,https://images-na.ssl-images-amazon.com/images/I/61vGfZQUOQL._SL160_.jpg,SHIRT,sandistore womens crop top halter bra bralette blouseasian size ,6.55
B003RVLSHI,Sport-Tek,True Navy/White,https://images-na.ssl-images-amazon.com/images/I/41f1tQLqfLL._SL160_.jpg,SPORTING_GOODS,sporttek sporttek ladies side blocked micropique sportwick sport shirt  ,23.18
B01HXHNX6K,Dreamdress,Red,https://images-na.ssl-images-amazon.com/images/I/413oiZ%2BGsaL._SL160_.jpg,BOOKS_1973_AND_LATER,personalized womens multicolor little pony 24 tshirt xxlarge ,9.5
B016LMLZT0,Kirkland Signature,Purple,https://images-na.ssl-images-amazon.com/images/I/41D%2BYnB0JQL._SL160_.jpg,SHIRT,kirkland signature womens active14 zip ruffled pullover purple xsmall ,3.32
B06XKPCK4D,Ninja Turtles,Gray,https://images-na.ssl-images-amazon.com/images/I/51gg2bQRGKL._SL160_.jpg,SHIRT,nickelodeon womens tmnt heads vneck licensed graphic tshirt large ,16.99
B01M4GE3AM,XJBD,Black,https://images-na.ssl-images-amazon.com/images/I/51BPjUD8-XL._SL160_.jpg,BOOKS_1973_AND_LATER,xjbd womens sinneraaron lewis long raglan tshirt size ,9.01
B008Y91LOS,IZOD,Cobalt,https://images-na.ssl-images-amazon.com/images/I/411ujDXYTtL._SL160_.jpg,SHIRT,izod ladies performance pique polo shirt snaps 13z0081 medium cobalt ,29.06
B00WKXUEF6,Jerzees,Maroon,https://images-na.ssl-images-amazon.com/images/I/41qipTH5iBL._SL160_.jpg,SHIRT,jerzees womens 53 oz 6535 easycare polo 537wr maroon3xl ,12.59
B01IZKX6IO,Namnoi Clothing Store,As show,https://images-na.ssl-images-amazon.com/images/I/41jkCLbekvL._SL160_.jpg,SHIRT,daisy floral dot pastel green tee tops womens ,17.0
B01N8WX0FK,Nautica,Red,https://images-na.ssl-images-amazon.com/images/I/31kHGo4rIML._SL160_.jpg,SHIRT,nautica women splitneck polo shirt medium red ,46.99
B06XXJ2RQ4,Joules,Summer Floral,https://images-na.ssl-images-amazon.com/images/I/41pJ0p49o9L._SL160_.jpg,SHIRT,joules zoe ladies tshirt w uk14 eu42 us10 summer floral ,45.94
B074YDJJTN,William Rast,White,https://images-na.ssl-images-amazon.com/images/I/41YRo6yCXYL._SL160_.jpg,SHIRT,william rast rock show graphic tshirt medium ,39.99
B0721LXWRD,Liberty Wear,Red,https://images-na.ssl-images-amazon.com/images/I/41NiGS%2BN8iL._SL160_.jpg,SHIRT,womens short sleeve route 66 red top ,32.99
B01MQFFT9V,Rocker Girl,Red,https://images-na.ssl-images-amazon.com/images/I/41zzBc8nKFL._SL160_.jpg,SHIRT,rocker girl juniors americana lattice tank small red rebel girl ,10.99
B00HJU7K3O,,Black,https://images-na.ssl-images-amazon.com/images/I/31riTdrBA-L._SL160_.jpg,HEALTH_PERSONAL_CARE,tommie copper sm black womens activefit tank top ,29.5
B072J5DLCZ,Cooper & Ella,Black,https://images-na.ssl-images-amazon.com/images/I/41fvJ4NxuVL._SL160_.jpg,SHIRT,cooper  ella womens small textured shimmer blouse black ,12.19
B01CDIW6WG,Hippie Rose,Muliti,https://images-na.ssl-images-amazon.com/images/I/41i%2BQQPQMNL._SL160_.jpg,SHIRT,hippie rose juniors scoopneck printed tank size large ,9.99
B01F852VDK,Perman,Black,https://images-na.ssl-images-amazon.com/images/I/41w5Los-uBL._SL160_.jpg,BOOKS_1973_AND_LATER,perman women summer vest sleeveless shirt blouse casual tank tops tshirt l black ,3.33
B06XP8142T,Grace Elements,Blue,https://images-na.ssl-images-amazon.com/images/I/41555NTRe-L._SL160_.jpg,SHIRT,grace elements embroideredyoke tencel shirt light wash xs ,24.99
B019H7AX08,Equipment,Nude,https://images-na.ssl-images-amazon.com/images/I/41CcKYj7FfL._SL160_.jpg,SHIRT,equipment womens sleeveless slim signature blouse nude medium ,188.0
B01KDQROZY,Duola Decoration,Black,https://images-na.ssl-images-amazon.com/images/I/5162GAV75tL._SL160_.jpg,BOOKS_1973_AND_LATER,duola womens baseball tees guns rose size l black ,9.26
B01GV93F9G,music,White,https://images-na.ssl-images-amazon.com/images/I/51hZh63IHzL._SL160_.jpg,BOOKS_1973_AND_LATER,1975 band xlarge white woman shirt ,9.5
B0751H3PZ8,William Rast,Jetts Blue,https://images-na.ssl-images-amazon.com/images/I/41KZWCSKOnL._SL160_.jpg,SHIRT,william rast jetts blue top blouse flutter sleeve size nwt  movaz ,16.49
B011VF9Q2U,YICHUN,Multicoloured,https://images-na.ssl-images-amazon.com/images/I/41WtqeXyAAL._SL160_.jpg,SHIRT,yichun summer tops hotair balloon pattern womens tshirts vintage tees casual ,10.46
B01JMB12TK,BODEN,Bittersweet,https://images-na.ssl-images-amazon.com/images/I/418okon2pOL._SL160_.jpg,APPAREL,boden womens basic button front shirt us sz 16 bittersweet ,42.47
B00Q2ZDJLO,Cheapcotton,Black,https://images-na.ssl-images-amazon.com/images/I/417kaH8txVL._SL160_.jpg,SHIRT,cheapcotton womens black long sleeve cold shoulder blouse ,19.99
B01N4PH0UC,PINK ROSE,Black,https://images-na.ssl-images-amazon.com/images/I/31Sr5ODTr5L._SL160_.jpg,SHIRT,pink rose woven solid henley tank top black xs ,7.99
B072P5XQCK,Mossimo,Olive Charcoal,https://images-na.ssl-images-amazon.com/images/I/31BS5oOOVwL._SL160_.jpg,SHIRT,mossimo supply co womens ribbed tank top xlarge olive charcoal ,11.99
B00TKFFPJM,Loungefly,-,https://images-na.ssl-images-amazon.com/images/I/319WDOkQKSL._SL160_.jpg,SHIRT,star wars stormtrooper power dark side necklace ,14.95
B071LHBTGH,Cowgirl Tuff,Red Turquoise,https://images-na.ssl-images-amazon.com/images/I/41%2BuM8dSaPL._SL160_.jpg,SHIRT,cowgirl tuff western shirt womens tank top leopard xl red turq 100129 ,39.99
B01EXXFX3I,No Boundaries,Pink Sizzle,https://images-na.ssl-images-amazon.com/images/I/41NeVspJxWL._SL160_.jpg,SHIRT,boundaries juniors long sleeve cowl back woven blouse pink sizzle ,14.91
B06XCR2YTF,John Paul Richard,Black,https://images-na.ssl-images-amazon.com/images/I/41MHMxbwlDL._SL160_.jpg,SHIRT,john paul richard womens black top size ,15.49
B01H0WEF5G,The North Face,Metallic Silver,https://images-na.ssl-images-amazon.com/images/I/41fjAH1Xi3L._SL160_.jpg,OUTDOOR_RECREATION_PRODUCT,north face lauritz insulated vest  metallic silver  large ,105.99
B0057JH9UI,Van Heusen,White,https://images-na.ssl-images-amazon.com/images/I/21%2BA%2BUJASDL._SL160_.jpg,SHIRT,van heusen 59800 womens lsleeve wriresistant oxford  white  xlarge ,21.03
B01KM2OLIW,Voguegirl,Blue,https://images-na.ssl-images-amazon.com/images/I/517eMd2REtL._SL160_.jpg,SHIRT,womens blue striped long sleeve button shirt blouse top ,13.88
B01N2SWN8U,Inspired Hearts,Royal Aqua,https://images-na.ssl-images-amazon.com/images/I/51YMxbOaReL._SL160_.jpg,ACCESSORY,inspired hearts spacedyed performance top juniors size new royal aqua ,14.99
B01I08JDD8,Nautica,Fog Heather,https://images-na.ssl-images-amazon.com/images/I/41IEIa1-kXL._SL160_.jpg,SHIRT,nautica waffle knit striped henley lounge shirt l fog heather ,14.0
B00FIWDGQ0,Simplicity,Black,https://images-na.ssl-images-amazon.com/images/I/415TXCUQo8L._SL160_.jpg,HAT,simplicity juniors handmade cap snowflake stripe knitted pattern black ,9.99
B06XKXHSW4,John Paul Richard,Black Crochet,https://images-na.ssl-images-amazon.com/images/I/411gIca4cTL._SL160_.jpg,SHIRT,john paul richard black flat crochet lace contrast short sleeve top large ,17.99
B01LWUAROD,Yepme,White,https://images-na.ssl-images-amazon.com/images/I/41GYrUlG80L._SL160_.jpg,SHIRT,yepme womens white poly cotton topsblouses size  xl ean  8907309442406 ,10.0
B01M290MQD,ReRabbit,Skyblue,https://images-na.ssl-images-amazon.com/images/I/41JtTHIdZmL._SL160_.jpg,BOOKS_1973_AND_LATER,rerabbit evil smile tshirts woman xl skyblue ,10.99
B01MG2AWF7,PERI,Black,https://images-na.ssl-images-amazon.com/images/I/51Ir96PihUL._SL160_.jpg,BOOKS_1973_AND_LATER,us open 2016 golf oakmont logo baseball jersey long sleeve ,9.01
B071WZX73Z,The Beatles,Denim Blue,https://images-na.ssl-images-amazon.com/images/I/5166YQMFWDL._SL160_.jpg,SHIRT,beatles logo denim blue juniorwomens tshirt new regular denim blue small ,11.9
B06Y4HV8JS,Smile fish,Black,https://images-na.ssl-images-amazon.com/images/I/41JJMKRSKWL._SL160_.jpg,SHIRT,smile fish women semisheer chiffon vneck wrap cami tank topblackm ,13.99
B00JXQAUWA,Si Row,Yellow,https://images-na.ssl-images-amazon.com/images/I/51VrT%2BmJ15L._SL160_.jpg,TOYS_AND_GAMES,yellow tiger tank top tiger stripes  l ,19.61
B00TSNT3R6,NEW District,Apple Green,https://images-na.ssl-images-amazon.com/images/I/41UKFRWbV4L._SL160_.jpg,SHIRT,district threads  4xl apple green ,8.72
B06XCH8L7X,OUCHI®,White,https://images-na.ssl-images-amazon.com/images/I/41w6bg0PkBL._SL160_.jpg,SHIRT,ouchi womens fashion flower eye tops tees sleeveless cami tank vest tshirt ,12.29
B015VW4A3O,Hybrid,Teal,https://images-na.ssl-images-amazon.com/images/I/51xjGasnCuL._SL160_.jpg,SHIRT,hybrid womens frozen let go sequin juniors tank xsmall ,4.99
B004SX6NY2,Port & Company,Gold,https://images-na.ssl-images-amazon.com/images/I/31Jh8%2BBic3L._SL160_.jpg,SHIRT,port  company  ladies 100 cotton essential tshirt lpc61  xlarge  gold ,7.23
B0745382H2,Sandro,Red,https://images-na.ssl-images-amazon.com/images/I/41L4wYzgukL._SL160_.jpg,SHIRT,sandro womens erosion silktrim blouse 2 red ,109.99
B01JS7EDJE,Soprano,Blue,https://images-na.ssl-images-amazon.com/images/I/510JUsqtwaL._SL160_.jpg,SHIRT,soprano small junior floral tile print hilow tank top blue ,22.11
B01L9EFL0E,Namnoi Clothing Store,As show,https://images-na.ssl-images-amazon.com/images/I/41BTWstxK8L._SL160_.jpg,SHIRT,womens cute pastel tops tees striped design print size ,18.0
B071DFRDYY,Tempted,White,https://images-na.ssl-images-amazon.com/images/I/412XfEdUVfL._SL160_.jpg,SHIRT,womens long sleeve zipper pocket tee white xlarge tempted ,9.31
B015G3VJXC,MJK Studio,White,https://images-na.ssl-images-amazon.com/images/I/51QbvZpV6jL._SL160_.jpg,SHIRT,mjk studio womens skull head print sleeveless white vest top ,19.99
B01M986JOI,ILITECK-P,Black,https://images-na.ssl-images-amazon.com/images/I/413nsb9LWLL._SL160_.jpg,SHIRT,ladys love ibiza new 34 sleeve raglan tee shirt ,17.99
B074LRV5CX,Diane Gilman,Green,https://images-na.ssl-images-amazon.com/images/I/41z9QKNga5L._SL160_.jpg,SHIRT,dg2 diane gilman swing hem tee mesh overlay 229872 green ,17.96
B013FD8FTG,Noble Outfitters,White,https://images-na.ssl-images-amazon.com/images/I/31ogQZlbqaL._SL160_.jpg,SHIRT,noble outfitters western shirt women ls bluegrass lace xl white 21005 ,49.95
B0043EVW0Q,ExOfficio,cn,https://images-na.ssl-images-amazon.com/images/I/31ORXKKMmyL._SL160_.jpg,OUTDOOR_RECREATION_PRODUCT,exofficio womens bugsaway chasr crew long sleeve black large ,45.0
B072QBNB7M,SUNDRY,Heather Gray,https://images-na.ssl-images-amazon.com/images/I/41S9cKC%2BT-L._SL160_.jpg,SHIRT,sundry stripes short sleeve sweatshirt 1s ,48.0
B06XPSLFFY,Material Girl,Caviar Black Combo,https://images-na.ssl-images-amazon.com/images/I/41QQOBA4XYL._SL160_.jpg,SHIRT,material girl juniors caviar black shoulder top size ,12.4
B073JC5BXP,Violeta by MANGO,Bubblegum Pink,https://images-na.ssl-images-amazon.com/images/I/31PYlXIhxmL._SL160_.jpg,SHIRT,violeta mango womens plus size open detail tshirt bubblegum pink xs ,25.99
B00CZVT0O4,Tri-Mountain,Forest Green/Navy/Khaki,https://images-na.ssl-images-amazon.com/images/I/41qoSHbWGyL._SL160_.jpg,SPORTING_GOODS,trimountain womens golf cut special mesh air circulation polo shirt ,22.05
B073SFTMWP,Campus Lifestyle,Gray,https://images-na.ssl-images-amazon.com/images/I/51YgS3T2C4L._SL160_.jpg,SHIRT,womens philadelphia eagles sleep shirt size small ,19.99
B01AVBRWNU,Spanx,Dusty Mauve,https://images-na.ssl-images-amazon.com/images/I/41F%2B3jqX0VL._SL160_.jpg,SHIRT,spanx womens lounge hooray tank purple ,31.95
B06Y64ZWM9,No Boundaries,Black/White,https://images-na.ssl-images-amazon.com/images/I/419Teld4WJL._SL160_.jpg,SHIRT,boundaries juniors sleeveless spiked flannel small 35 blackwhite ,11.85
B01MFGUESZ,JBC-Fashion,Black,https://images-na.ssl-images-amazon.com/images/I/41BSA3VVksL._SL160_.jpg,SHIRT,jbc interesting creative tricky  sexy parody pattern  3d fun tshirt ,12.44
B06XRKP3FB,rag & bone,Bright White,https://images-na.ssl-images-amazon.com/images/I/41LzjUPmOFL._SL160_.jpg,APPAREL,rag  bonejean womens striped sleeveless tank top white ,34.99
B06XPGF636,Head Case Designs,Blue Sea Thinking on Gray,https://images-na.ssl-images-amazon.com/images/I/51F-TdxDkiL._SL160_.jpg,SHIRT,official vin zzep blue sea thinking art  small gray tshirt women ,28.45
B01D21WDM6,Goodie Two Sleeves,Black,https://images-na.ssl-images-amazon.com/images/I/51B%2B5OW%2BPOL._SL160_.jpg,SHIRT,goodie two sleeves pugging women top xl ,24.99
B01BR69OCA,Vansty,Deep Heather,https://images-na.ssl-images-amazon.com/images/I/41VtE0wMBWL._SL160_.jpg,BOOKS_1973_AND_LATER,vansty linkin park round neck shirt lady deepheather size ,9.5
B01MRD9NJP,Vanilla Sugar,White,https://images-na.ssl-images-amazon.com/images/I/41gTwn8gHNL._SL160_.jpg,SHIRT,vanilla sugar heart print medium tank cami sequin top white ,9.99
B00F1Z7EJY,Ooh la la,Peach,https://images-na.ssl-images-amazon.com/images/I/41qpSBR-H%2BL._SL160_.jpg,SHIRT,ooh la la long sleeve shirt arm logo small 3032 peach ,49.0
B06XPGF63G,Head Case Designs,Butterflies and Hibiscus on White,https://images-na.ssl-images-amazon.com/images/I/41CkQbkpaCL._SL160_.jpg,SHIRT,official micklyn le feuvre butterflies hibiscus art  medium white tshirt women ,28.45
B014LCX0NG,Woolrich,Blue,https://images-na.ssl-images-amazon.com/images/I/41Hwd93kMkL._SL160_.jpg,SHIRT,woolrich womens mckees run stripe knit top navy heather blue size ,58.95
B074F3YDYJ,Maison Margiela,Blue,https://images-na.ssl-images-amazon.com/images/I/41uwCEiKDUL._SL160_.jpg,SHIRT,maison margiela 1 100 silk blue sleeveless womens blouse us 40 ,89.99
B07218X8H2,Eileen Fisher,Denim,https://images-na.ssl-images-amazon.com/images/I/51mMrT9x9-L._SL160_.jpg,SHIRT,eileen fisher linen boucle cloud scoop neck short sleeve box top denim xlarge ,79.95
B015OPYU38,Grace Elements,Coral/White,https://images-na.ssl-images-amazon.com/images/I/615RrQEEtdL._SL160_.jpg,SHIRT,grace elements ladies xl short sleeve ruffle edge top coral pier ,14.95
B06XRQD4HJ,Moon & Meadow,White,https://images-na.ssl-images-amazon.com/images/I/51%2BMWQMUYzL._SL160_.jpg,SHIRT,moon  meadow roll tab button embroidered white blouse top ,12.99
B01EIPBLVE,Hippie Rose,Turquoise,https://images-na.ssl-images-amazon.com/images/I/31EYqfY-zlL._SL160_.jpg,SHIRT,hippie rose juniors loosefit vneck tee turquoise medium ,14.99
B00EZF72NO,Bodek And Rhodes,Coral,https://images-na.ssl-images-amazon.com/images/I/31V-mW1YLtL._SL160_.jpg,SHIRT,bellacanvas ladies flowy vneck tank  coral  xl ,12.45
B0753QS9VP,rag & bone,Green,https://images-na.ssl-images-amazon.com/images/I/51BLvsqO9xL._SL160_.jpg,SHIRT,rag  bone classic basic tee  olive size xxl ,59.99
B01BZZ35DC,PIko Fashion,Yellow,https://images-na.ssl-images-amazon.com/images/I/41JbHtB6lXL._SL160_.jpg,SHIRT,authentic piko crop top pastel yellow size ,22.95
B016D8FQZQ,Dasy,Black,https://images-na.ssl-images-amazon.com/images/I/41qJUMqdKcL._SL160_.jpg,SHIRT,dasy womens v neck rock band queen freddie mercury tees small ,7.51
B06XX9TS88,Joules,Summer Floral,https://images-na.ssl-images-amazon.com/images/I/41pJ0p49o9L._SL160_.jpg,SHIRT,joules zoe ladies tshirt w uk10 eu38 us6 summer floral ,45.94
B01IJYVRQE,SOLO,Black,https://images-na.ssl-images-amazon.com/images/I/41yYX%2BQp9JL._SL160_.jpg,BOOKS_1973_AND_LATER,womans snoop dogg fan logo fashion soft shirts ,9.5
B01N760X4S,Ruff Hewn,Midnight Black,https://images-na.ssl-images-amazon.com/images/I/41GjbKdiakL._SL160_.jpg,SHIRT,ruff hewn plus size solid camisole top midnight black 1x ,12.98
B00BN4GXVM,Simplicity,Black,https://images-na.ssl-images-amazon.com/images/I/51iPJlSK2YL._SL160_.jpg,DRESS,simplicity flower lace long sleeve shirt ,12.99
B06VY4HTDN,Charter Club,Blue,https://images-na.ssl-images-amazon.com/images/I/41ba3rw9YnL._SL160_.jpg,SHIRT,charter club nauticalprint sleeveless shirt size 10 ,19.99
B0758P6RGC,Madewell,Oranges,https://images-na.ssl-images-amazon.com/images/I/41RhUyTEh1L._SL160_.jpg,SHIRT,madewell tropical coral womens small burnout tee tshirt ,15.61
B01DAR6YQ8,Jenni,Grey / Multi,https://images-na.ssl-images-amazon.com/images/I/51tKv%2BoD%2B4L._SL160_.jpg,SHOES,jenni womens critter slippers grey owl size medium 78 ,18.38
B01N9SGVLI,Electro Threads,Black,https://images-na.ssl-images-amazon.com/images/I/41Apbn8kSxL._SL160_.jpg,SHIRT,electro threads om symbol positive vibes shirt xxxlarge ,24.95
B07537MSCD,ICOCOPRO,Black,https://images-na.ssl-images-amazon.com/images/I/41FSxTMlwtL._SL160_.jpg,SHIRT,icocopro blouse space cotton stripe stitching dress shirt loose lotus leaf hem long sleeve one size ,17.99
B00O8B5J5S,Fruit of the Loom,Admiral Blue,https://images-na.ssl-images-amazon.com/images/I/41wnW9fYn%2BL._SL160_.jpg,SHIRT,fruit loom womens ladyfit sofspun short sleeve tshirt 14 us black ,5.42
B0722ZT597,V.Secret,Rose Mauve,https://images-na.ssl-images-amazon.com/images/I/41f0SvjRq2L._SL160_.jpg,SHIRT,victorias secret pink campus openback tee large rose mauve ,69.0
B074MGQ11Q,Stevie May,Multi,https://images-na.ssl-images-amazon.com/images/I/41OfZxMDJ2L._SL160_.jpg,SHIRT,stevie may womens take cover kimono grey ,98.99
B01MFFJIL8,ECI/SHANGHAI SHENDA II LLC,White,https://images-na.ssl-images-amazon.com/images/I/41mPV61WS0L._SL160_.jpg,SHIRT,eci longsleeve draped top winter white ,20.99
B01KSUWTIM,HEHE,White,https://images-na.ssl-images-amazon.com/images/I/41SFObMfHxL._SL160_.jpg,APPAREL,amsoil arenacross logo 2016 womans cotton v collar tshirt ,8.99
B071X4L1XJ,Mitto Shop,Green Mist,https://images-na.ssl-images-amazon.com/images/I/41aeMh9MEtL._SL160_.jpg,SHIRT,mitto shop 10161b green mist l womens shirt ,26.97
B01MDV3YCM,Cable & Gauge,Blue,https://images-na.ssl-images-amazon.com/images/I/41PwmSKYV9L._SL160_.jpg,SHIRT,cable  gauge womens large asymmetrical tunic blouse blue l ,34.97
B01GU7LN8Y,RACHEL Rachel Roy,Black,https://images-na.ssl-images-amazon.com/images/I/41rBR6OJp3L._SL160_.jpg,SHIRT,rachel rachel roy sleeveless crossback top black xs ,11.8
B01MTLEZQ0,Energie,Blue/Wine,https://images-na.ssl-images-amazon.com/images/I/41BwWCi-7XL._SL160_.jpg,SHIRT,energie juniors mira fauxlayered colorblock top xs bluewine ,16.0
B071CZMDB4,Sag Harbor,Ballet Pink,https://images-na.ssl-images-amazon.com/images/I/41Dv-q3m5qL._SL160_.jpg,SHIRT,sag harbor womens short sleeve ribbed polo shirt ballet pink small ,30.0
B06XQ3TWBP,Ultra Flirt,Blue,https://images-na.ssl-images-amazon.com/images/I/51Nif5iyrKL._SL160_.jpg,SHIRT,ultra flirt junior high low tie dye strappy tank top blue xl ,23.09
B06XXN2BFN,White Stag,Oatmeal Stripe,https://images-na.ssl-images-amazon.com/images/I/51s5q%2BgNRgL._SL160_.jpg,SHIRT,white stag womens 34 roll sleeve scoop neck stripe top xs green stripe ,9.35
B071R3MLRV,Mossimo,", Grey Print",https://images-na.ssl-images-amazon.com/images/I/41wM7Y-J8RL._SL160_.jpg,SHIRT,mossimo womens vneck grey print xsmall ,16.93
B01M4IJQVT,SDFJY,Red,https://images-na.ssl-images-amazon.com/images/I/51q1kxFU9uL._SL160_.jpg,BOOKS_1973_AND_LATER,womens cotton organic cotton 34 sleeve kawaii mutant ninja turtles athletic baseball raglan sleeves tshirt red us size ,17.99
B074P947SZ,Hip,Pink,https://images-na.ssl-images-amazon.com/images/I/41Rnv8XknlL._SL160_.jpg,SHIRT,hip blush womens vneck lace contrast blouse pink xs ,16.99
B07319SFKM,Hip,Beige,https://images-na.ssl-images-amazon.com/images/I/51xen1I47dL._SL160_.jpg,SHIRT,hip womens faux suede vneck aline blouse beige xs ,10.99
B00TVGMDWM,French Connection,White,https://images-na.ssl-images-amazon.com/images/I/21llgpy1BOL._SL160_.jpg,SHIRT,french connection womans white penny plains sleeveless peter pan collar blouse xs ,29.99
B004L7LWPA,Devon & Jones,Pink/White,https://images-na.ssl-images-amazon.com/images/I/41xc32eT7sL._SL160_.jpg,SHIRT,devon  jones ladies tipped perfect pima interlock polo xl pinkwhite ,21.69
B01N0BV40T,Mojessy,Black,https://images-na.ssl-images-amazon.com/images/I/41ZV1FMeEuL._SL160_.jpg,BOOKS_1973_AND_LATER,mojessy womens long sleeve pullover sweatshirt tshirt blouse sweater dress black ,19.98
B017DVJUMM,GANT,School Bus,https://images-na.ssl-images-amazon.com/images/I/41t4u1h5SCL._SL160_.jpg,SHIRT,gant womens pinstriped blouse 32 school bus ,35.98
B01L2DNLYU,Vince Camuto,Tribal Black,https://images-na.ssl-images-amazon.com/images/I/51ztodqHZZL._SL160_.jpg,SHIRT,vince camuto draped crossback sleeveless top tribal black xlarge ,26.79
B003I82KOK,Dickies,Light Blue,https://images-na.ssl-images-amazon.com/images/I/415QSuxqCsL._SL160_.jpg,PANTS,dickies  1254 womens buttondown oxford shirt  short sleeve size 20 color light blue ,24.99
B0755K3KDJ,Indian Motorcycle,Black,https://images-na.ssl-images-amazon.com/images/I/31mbFNhmvGL._SL160_.jpg,POWERSPORTS_PROTECTIVE_GEAR,indian motorcycle ladies logo cami  xlarge ,25.99
B073DKXC3Z,Karen Scott,Heather Indigo,https://images-na.ssl-images-amazon.com/images/I/41I2GcUBZbL._SL160_.jpg,SHIRT,karen scott womens heather indigo top size xl ,12.49
